"78","Bosnia and Herzegovina","10.2018","42","11","26.2","02.2019","15","3","20"
"“","Djibouti","02.2018","65","17","26.2","-","-","-","-"
"“","Peru","01.2020","130","34","26.2","-","-","-","-"
"“","Trinidad and Tobago","08.2020","42","11","26.2","08.2020","32","13","40.6"
"82","Algeria","05.2017","462","120","26","12.2018","141","8","5.7"
"83","Niger","12.2020","166","43","25.9","-","-","-","-"
"84","Saint Kitts and Nevis","06.2020","16","4","25","-","-","-","-"
"“","Turkmenistan","03.2018","124","31","25","-","-","-","-"
"86","China","03.2018","2975","742","24.9","-","-","-","-"
"87","Republic of Moldova","02.2019","101","25","24.8","-","-","-","-"
"88","Montenegro","08.2020","81","20","24.7","-","-","-","-"
"89","Somalia","10.2016","275","67","24.4","10.2016","54","13","24.1"
"90","Uruguay","10.2019","99","24","24.2","10.2019","31","10","32.3"
"91","Tajikistan","03.2020","63","15","23.8","03.2020","31","7","22.6"
"92","Sao Tome and Principe","10.2018","55","13","23.6","-","-","-","-"
"93","Lesotho","06.2017","120","28","23.3","07.2017","33","7","21.2"
"94","Czech Republic","10.2017","200","46","23","10.2020","81","12","14.8"
"“","Equatorial Guinea","11.2017","100","23","23","11.2017","72","12","16.7"
"96","Malawi","05.2019","192","44","22.9","-","-","-","-"
"“","Seychelles","10.2020","35","8","22.9","-","-","-","-"
"98","Armenia","12.2018","132","30","22.7","-","-","-","-"
"“","Slovakia","02.2020","150","34","22.7","-","-","-","-"
"100","Chile","11.2017","155","35","22.6","11.2017","43","11","25.6"
"101","Ireland","02.2020","160","36","22.5","03.2020","60","24","40"
"“","Panama","05.2019","71","16","22.5","-","-","-","-"
"103","Venezuela (Bolivarian Republic of)","12.2015","167","37","22.2","-","-","-","-"
"104","Greece","07.2019","300","65","21.7","-","-","-","-"
"105","Cambodia","07.2018","125","27","21.6","02.2018","62","10","16.1"
"“","Fiji","11.2018","51","11","21.6","-","-","-","-"
"“","Kenya","08.2017","347","75","21.6","08.2017","66","21","31.8"
"108","Cyprus","05.2016","56","12","21.4","-","-","-","-"
"109","Honduras","11.2017","128","27","21.1","-","-","-","-"
"110","Indonesia","04.2019","575","121","21","-","-","-","-"
"111","Bangladesh","12.2018","350","73","20.9","-","-","-","-"
"112","Ukraine","07.2019","423","88","20.8","-","-","-","-"
"113","Georgia","10.2020","150","31","20.7","-","-","-","-"
"114","Morocco","10.2016","395","81","20.5","10.2015","120","14","11.7"
"115","Mauritania","09.2018","153","31","20.3","-","-","-","-"
"116","Pakistan","07.2018","342","69","20.2","03.2018","104","20","19.2"
"117","Barbados","05.2018","30","6","20","06.2018","21","9","42.9"
"“","Mauritius","11.2019","70","14","20","-","-","-","-"
"119","Saudi Arabia","10.2020","151","30","19.9","-","-","-","-"
"120","Guatemala","06.2019","160","31","19.4","-","-","-","-"
"121","Republic of Korea","04.2020","300","57","19","-","-","-","-"
"122","Colombia","03.2018","170","32","18.8","03.2018","105","22","21"
"123","Togo","12.2018","91","17","18.7","-","-","-","-"
"124","Romania","12.2020","329","61","18.5","12.2020","136","25","18.4"
"125","Azerbaijan","02.2020","121","22","18.2","-","-","-","-"
"“","Saint Vincent and the Grenadines","11.2020","22","4","18.2","-","-","-","-"
"127","Madagascar","05.2019","151","27","17.9","12.2020","18","2","11.1"
"128","Democratic People's Republic of Korea","03.2019","687","121","17.6","-","-","-","-"
"129","Mongolia","06.2020","75","13","17.3","-","-","-","-"
"“","Türkiye","06.2018","600","104","17.3","-","-","-","-"
"131","Kyrgyzstan","10.2020","117","20","17.1","-","-","-","-"
"132","Zambia","08.2016","167","28","16.8","-","-","-","-"
"133","Comoros","01.2020","24","4","16.7","-","-","-","-"
"“","Guinea","03.2020","114","19","16.7","-","-","-","-"
"“","Saint Lucia","06.2016","18","3","16.7","07.2016","11","3","27.3"
"136","Gabon","10.2018","142","23","16.2","12.2014","98","17","17.4"
"137","Libya","06.2014","188","30","16","-","-","-","-"
"138","Russian Federation","09.2016","450","71","15.8","-","170","29","17.1"
"“","Thailand","03.2019","489","77","15.8","05.2019","250","26","10.4"
"140","Chad","02.2011","156","24","15.4","-","-","-","-"
"141","Myanmar","11.2020","425","65","15.3","11.2020","216","31","14.4"
"142","Brazil","10.2018","513","78","15.2","10.2018","81","10","12.4"
"143","Bahrain","11.2018","40","6","15","12.2018","40","9","22.5"
"“","Paraguay","04.2018","80","12","15","04.2018","45","8","17.8"
"145","Bhutan","10.2018","47","7","14.9","04.2018","25","4","16"
"“","Malaysia","05.2018","222","33","14.9","-","66","9","13.6"
"147","Ghana","12.2020","275","40","14.6","-","-","-","-"
"148","India","04.2019","540","78","14.4","06.2020","241","27","11.2"
"149","Guinea-Bissau","03.2019","102","14","13.7","-","-","-","-"
"150","Malta","06.2017","67","9","13.4","-","-","-","-"
"151","Bahamas","05.2017","39","5","12.8","05.2017","16","7","43.8"
"“","Democratic Republic of the Congo","12.2018","500","64","12.8","03.2019","109","23","21.1"
"153","Hungary","04.2018","199","25","12.6","-","-","-","-"
"154","Belize","11.2020","32","4","12.5","12.2020","14","5","35.7"
"155","Sierra Leone","03.2018","146","18","12.3","-","-","-","-"
"156","Liechtenstein","02.2017","25","3","12","-","-","-","-"
"157","Jordan","11.2020","130","15","11.5","09.2020","65","8","12.3"
"158","Côte d'Ivoire","12.2016","255","29","11.4","03.2018","99","19","19.2"
"159","Congo","07.2017","151","17","11.3","08.2017","69","13","18.8"
"160","Syrian Arab Republic","07.2020","250","28","11.2","-","-","-","-"
"161","Antigua and Barbuda","03.2018","18","2","11.1","03.2018","17","9","52.9"
"162","Liberia","10.2017","73","8","11","12.2020","30","1","3.3"
"163","Botswana","10.2019","65","7","10.8","-","-","-","-"
"164","Nauru","08.2019","19","2","10.5","-","-","-","-"
"165","Samoa","03.2016","50","5","10","-","-","-","-"
"166","Japan","10.2017","464","46","9.9","07.2019","244","56","23"
"167","Qatar","06.2016","41","4","9.800000000000001","-","-","-","-"
"168","Eswatini","09.2018","73","7","9.6","10.2018","30","12","40"
"169","Brunei Darussalam","01.2017","33","3","9.1","-","-","-","-"
"170","Central African Republic","12.2020","140","12","8.6","-","-","-","-"
"“","Gambia (The)","04.2017","58","5","8.6","-","-","-","-"
"172","Benin","04.2019","83","7","8.4","-","-","-","-"
"173","Solomon Islands","04.2019","50","4","8","-","-","-","-"
"174","Tonga","11.2017","27","2","7.4","-","-","-","-"
"175","Kiribati","04.2020","45","3","6.7","-","-","-","-"
"176","Burkina Faso","11.2020","127","8","6.3","-","-","-","-"
"“","Palau","11.2020","16","1","6.3","11.2020","13","1","7.7"
"“","Tuvalu","09.2019","16","1","6.3","-","-","-","-"
"179","Marshall Islands","11.2019","33","2","6.1","-","-","-","-"
"180","Iran (Islamic Republic of)","02.2020","286","16","5.6","-","-","-","-"
"181","Sri Lanka","08.2020","223","12","5.4","-","-","-","-"
"182","Lebanon","05.2018","128","6","4.7","-","-","-","-"
"183","Maldives","04.2019","87","4","4.6","-","-","-","-"
"184","Nigeria","02.2019","360","13","3.6","02.2019","109","8","7.3"
"185","Oman","10.2019","86","2","2.3","11.2019","86","15","17.4"
"186","Kuwait","12.2020","65","1","1.5","-","-","-","-"
"187","Yemen","04.2003","301","1","0.3","04.2001","111","3","2.7"
"188","Micronesia (Federated States of)","03.2019","14","0","0","-","-","-","-"
"“","Papua New Guinea","06.2017","111","0","0","-","-","-","-"
"“","Vanuatu","03.2020","52","0","0","-","-","-","-"
"","Eritrea","02.1994","-","-","-","-","-","-","-"
"","Haiti","08.2015","-","-","-","11.2016","10","0","0"
"Suspended","Sudan","-","-","-","-","-","-","-","-"
