countryname,year,date,party,partyname,pfem_a,source,absseat_a,femaleleader_a
Spain,1989,,33903,Basque Solidarity,33.33333333,https://www.congreso.es/busqueda-de-diputados,,
Spain,1989,,33905,Catalan Republican Left,,,,
Spain,1993,,33906,Andalusian Party,,,,
Spain,1993,,33904,Aragonese Party,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,1993,,33903,Basque Solidarity,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,1993,,33907,Canarian Coalition,20,https://www.congreso.es/busqueda-de-diputados,,
Spain,1993,,33512,Centre Democrats,,,,
Spain,1993,,33611,Convergence and Union,4.545454545,https://www.congreso.es/busqueda-de-diputados,,
Spain,1996,,33902,Basque Nationalist Party,28.57142857,https://www.congreso.es/busqueda-de-diputados,,
Spain,1996,,33903,Basque Solidarity,100,https://www.congreso.es/busqueda-de-diputados,,
Spain,1996,,33907,Canarian Coalition,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,1996,,33905,Catalan Republican Left,100,https://www.congreso.es/busqueda-de-diputados,,
Spain,1996,,33611,Convergence and Union,25,https://www.congreso.es/busqueda-de-diputados,,
Spain,1996,,33908,Galician Nationalist Bloc,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,2000,,33906,Andalusian Party,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,2000,,33904,Aragonese Party,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,2000,,33903,Basque Solidarity,100,https://www.congreso.es/busqueda-de-diputados,,
Spain,2000,,33905,Catalan Republican Left,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,2000,,33611,Convergence and Union,23.52941176,https://www.congreso.es/busqueda-de-diputados,,
Spain,2000,,33220,United Left,25,https://www.congreso.es/busqueda-de-diputados,,
Spain,2000,,33908,Galician Nationalist Bloc,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,2004,,33906,Andalusian Party,,,,
Spain,2004,,33909,Aragonist Council,,,,
Spain,2004,,33907,Canarian Coalition,20,https://www.congreso.es/busqueda-de-diputados,,
Spain,2004,,33905,Catalan Republican Left,30,https://www.congreso.es/busqueda-de-diputados,,
Spain,2004,,33910,Navarrese People's Union,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,2004,,33220,United Left,50,https://www.congreso.es/busqueda-de-diputados,,
Spain,2008,,33909,Aragonist Council,,,,
Spain,2008,,33903,Basque Solidarity,,,,
Spain,2008,,33910,Navarrese People's Union,50,https://www.congreso.es/busqueda-de-diputados,,
Spain,2011,,33092,Amaiur,25,https://www.congreso.es/busqueda-de-diputados,,
Spain,2011,,33905,Catalan Republican Left,33.33333333,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12147,,
Spain,2011,,33093,Commitment-Q,0,https://www.congreso.es/busqueda-de-diputados,,
Spain,2011,,33612,Forum Asturias,0,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12147,,
Spain,2011,,33091,Future Yes,100,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12147,,
Spain,2011,,33440,"Union, Progress and Democracy",40,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12147,,
Spain,2015,,33095,Basque Country Unite,100,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2015,,33902,Basque Nationalist Party,0,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2015,,33420,Citizens,20,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2015,,33098,Commitment-We can-It is time,25,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2015,,33099,Democracy and Freedom,37.5,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2015,,33096,In Common We Can,NA,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2015,,33097,In Tide,NA,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2015,,33020,Popular Unity,50,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2015,,33210,We can,53.65853659,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2016,,33095,Basque Country Unite,50,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2016,,33420,Citizens,18.75,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2016,,33911,Democratic Convergence of Catalonia,25,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2016,,33096,In Common We Can,41.66666667,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2016,,33097,In Tide,NA,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2016,,33025,United We Can,NA,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2016,,33098,Valencian style,NA,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2016,,33210,We can,53.65853659,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12188,,
Spain,2019,201911,33095,Basque Country Unite,25,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12337,4,
Spain,2019,201911,33902,Basque Nationalist Party,33.3,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12337,6,
Spain,2019,201911,33907,Canarian Coalition–New Canaries,100,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12337,1,
Spain,2019,201911,33905,Catalan Republican Left,40,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12337,15,
Spain,2019,201911,33420,Citizens - Party of the Citizens,42.1,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12337,57,
Spain,2019,201911,33908,Galician Nationalist Bloc,NA,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,0,
Spain,2019,201911,33914,More Commitment,NA,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,0,
Spain,2019,201911,33230,More Country - Equo,0,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,1,
Spain,2019,201911,33610,People's Party,43.1,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12337,65,
Spain,2019,201911,33915,Popular Unity Candidacy,50,https://www.congreso.es/web/guest/busqueda-de-diputados?legislaturaSeleccionada=XIV&onlyDiputadas=true,,
Spain,2019,201911,33913,Regionalist Party of Cantabria,0,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,1,
Spain,2019,201911,33320,Spanish Socialist Workers’ Party,54.5,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,123,
Spain,2019,201911,33916,Teruel exists,NA,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,0,
Spain,2019,201911,33912,Together for Catalonia,14.3,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,7,
Spain,2019,201911,33220,United Left,100,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,2,
Spain,2019,201911,33710,Voice,41.7,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,24,
Spain,2019,201911,33210,We can,63.6,https://ejpr-onlinelibrary-wiley-com.proxy.lib.uiowa.edu/doi/10.1111/2047-8852.12307,33,
Sweden,1991,,11110,Green Ecology Party,NA,,,
Sweden,2000,,11710,Sweden Democrats,15,"https://en.wikipedia.org/wiki/List_of_members_of_the_Riksdag,_2010�2014",,
Switzerland,1991,,43951,SMÃƒÆ’Ã†â€™Ãƒâ€ ÃƒÆ’ÃƒÂ¢Â¬Â¢ÃƒÆ’Ã†â€™ÃƒÂ¢Â¬Ã‚ÃƒÂ¢Ã‚Â¬ÃƒÂ¢Å¾Ã‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€ ÃƒÂ¢Ã‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Â¬Ã…Â¡ÃƒÃ‚Â¬ÃƒÂ¢Â¬Ã…Â¾ÃƒÃ‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€ ÃƒÆ’ÃƒÂ¢Â¬Â¢ÃƒÂ¢ÃƒÃƒÃƒÃƒÃƒ,,,,
Switzerland,2007,,43540,Christian Social Party,,,,
Switzerland,2007,,43120,Green Liberal Party,,,,
Switzerland,2007,,43901,Ticino League,,,,
Switzerland,2011,,43540,Christian Social Party,,,,
Switzerland,2011,,43811,Conservative Democratic Party of Switzerland,11.11,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12149,,
Switzerland,2011,,43902,Geneva Citizens' Movement,,,,
Switzerland,2011,,43120,Green Liberal Party,33.33,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12149,,
Switzerland,2011,,43901,Ticino League,,,,
Switzerland,2015,,43811,Conservative Democratic Party of Switzerland,11.11,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12149,,
Switzerland,2015,,43530,Evangelical People's�Party�of�Switzerland,50,https://en.wikipedia.org/wiki/2015_Swiss_federal_election,,
Switzerland,2015,,43902,Geneva Citizens' Movement,0,https://en.wikipedia.org/wiki/2015_Swiss_federal_election,,
Switzerland,2015,,43120,Green Liberal Party,33.33,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12149,,
Switzerland,2019,,43520,Christian Democratic People’s Party of Switzerland,32.14285714,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43811,Conservative Democratic Party of Switzerland,0,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43420,FDP.The Liberals,37.93103448,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43711,Federal Democratic Union,,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43120,Green Liberal Party,50,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43110,Green Party of Switzerland,60,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43530,Protestant People’s Party of Switzerland,,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43320,Social Democratic Party of Switzerland,58.97435897,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43220,Swiss Labour Party,,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43810,Swiss People’s Party,25.45454545,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43901,Ticino League,,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Switzerland,2019,,43020,Together on the Left,,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12281,,
Turkey,2015,201506,74210,Peoples' Democratic Party,35.2,https://www.researchgate.net/deref/https%3A%2F%2Fdoi.org%2F10.17169%2Fogj.2021.106,80,
Turkey,2015,201506,74321,Republican People’s Party,14.5,https://www.researchgate.net/deref/https%3A%2F%2Fdoi.org%2F10.17169%2Fogj.2021.106,132,
Turkey,2015,201506,74628,Justice and Development Party,10.8,https://www.researchgate.net/deref/https%3A%2F%2Fdoi.org%2F10.17169%2Fogj.2021.106,258,
Turkey,2015,201511,74712,National Action Party,8.3,https://www.researchgate.net/deref/https%3A%2F%2Fdoi.org%2F10.17169%2Fogj.2021.106,40,
Turkey,2018,201806,74210,Peoples' Democratic Party,38.8,https://www.researchgate.net/deref/https%3A%2F%2Fdoi.org%2F10.17169%2Fogj.2021.106,67,
Turkey,2018,201806,74321,Republican People’s Party,12.5,https://www.researchgate.net/deref/https%3A%2F%2Fdoi.org%2F10.17169%2Fogj.2021.106,146,
Turkey,2018,201806,74628,Justice and Development Party,18.3,https://www.researchgate.net/deref/https%3A%2F%2Fdoi.org%2F10.17169%2Fogj.2021.106,295,
Turkey,2018,201806,74640,Good Party,7.3,https://www.researchgate.net/deref/https%3A%2F%2Fdoi.org%2F10.17169%2Fogj.2021.106,43,
Turkey,2018,201806,74712,National Action Party,8,https://www.researchgate.net/deref/https%3A%2F%2Fdoi.org%2F10.17169%2Fogj.2021.106,49,
United Kingdom,1983,,51330,Social Democratic Party,0,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1983_United_Kingdom_general_election,,
United Kingdom,1987,,51330,Social Democratic Party,20,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1987_United_Kingdom_general_election,,
United Kingdom,1992,,51421,Liberal Democrats,5,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1992_United_Kingdom_general_election,20,
United Kingdom,1992,199204,51621,Ulster Unionist Party,0,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1992_United_Kingdom_general_election,9,
United Kingdom,1992,199204,51903,Democratic Unionist Party,0,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1992_United_Kingdom_general_election,3,
United Kingdom,1997,,51903,Democratic Unionist Party,0,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1997_United_Kingdom_general_election,,
United Kingdom,1997,,51421,Liberal Democrats,6.5,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1997_United_Kingdom_general_election,,
United Kingdom,1997,,51902,Scottish National Party,33.3,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1997_United_Kingdom_general_election,,
United Kingdom,1997,,51621,Ulster Unionist Party,0,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1997_United_Kingdom_general_election,,
United Kingdom,1997,,51210,We Ourselves,0,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_1997_United_Kingdom_general_election,,
United Kingdom,2001,,51903,Democratic Unionist Party,20,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_2001_United_Kingdom_general_election,,
United Kingdom,2001,,51421,Liberal Democrats,9.615384615,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_2001_United_Kingdom_general_election,,
United Kingdom,2001,,51902,Scottish National Party,20,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_2001_United_Kingdom_general_election,,
United Kingdom,2001,,51621,Ulster Unionist Party,16.66666667,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_2001_United_Kingdom_general_election,,
United Kingdom,2001,,51951,United Kingdom Independence Party,NA,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_2001_United_Kingdom_general_election,,
United Kingdom,2001,,51210,We Ourselves,25,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_2001_United_Kingdom_general_election,,
United Kingdom,2005,,51421,Liberal Democrats,16.12903226,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_2005_United_Kingdom_general_election,,
United Kingdom,2010,,51421,Liberal Democrats,14.03508772,https://en.wikipedia.org/wiki/List_of_MPs_elected_in_the_2010_United_Kingdom_general_election,,
United Kingdom,2015,,51903,Democratic Unionist Party,0,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12150,,
United Kingdom,2015,,51110,Green Party of England and Wales,100,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12150,,
United Kingdom,2015,,51421,Liberal Democrats,0,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12150,,
United Kingdom,2015,,51340,Social Democratic and Labour Party,33.33333333,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12150,,
United Kingdom,2015,,51901,The Party of Wales,33.33333333,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12150,,
United Kingdom,2015,,51621,Ulster Unionist Party,0,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12150,,
United Kingdom,2015,,51210,We Ourselves,0,https://ejpr.onlinelibrary.wiley.com/doi/full/10.1111/2047-8852.12150,,
United Kingdom,2017,,51110,Green Party of England and Wales,100,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12210,,
United Kingdom,2017,,51421,Liberal Democrats,33.33333333,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12210,,
United Kingdom,2017,,51901,The Party of Wales,25,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12210,,
United Kingdom,2017,,51951,United Kingdom Independence Party,NA,https://ejpr.onlinelibrary.wiley.com/hub/journal/20478852/homepage/united_kingdom.htm,,
United Kingdom,2019,,51430,Alliance Party of Northern Ireland,0,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,1,1
United Kingdom,2019,,51620,Conservative Party,23.8,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,317,0
United Kingdom,2019,,51903,Democratic Unionist Party,12.5,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,8,1
United Kingdom,2019,,51110,Green Party of England and Wales,100,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,1,1
United Kingdom,2019,,51320,Labour Party,53.5,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,262,0
United Kingdom,2019,,51421,Liberal Democrats,63.6,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,12,1
United Kingdom,2019,,51902,Scottish National Party,34,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,35,1
United Kingdom,2019,,51340,Social Democratic and Labour Party,50,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,2,0
United Kingdom,2019,,51901,The Party of Wales,25,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,4,0
United Kingdom,2019,,51210,We Ourselves,28.6,https://ejpr.onlinelibrary.wiley.com/doi/10.1111/2047-8852.12295,7,1
Mexico,1994,,171305,Democratic Revolutionary Party,22.53521127,https://es.wikipedia.org/wiki/Anexo:LVI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,71,0
Mexico,1994,,171301,Institutional Revolutionary Party,12.33333333,https://es.wikipedia.org/wiki/Anexo:LVI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,300,0
Mexico,1994,,171306,Labor Party,0,https://es.wikipedia.org/wiki/Anexo:LVI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,10,0
Mexico,1994,,171601,National Action Party,9.243697479,https://es.wikipedia.org/wiki/Anexo:LVI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,119,0
Mexico,1997,,171305,Democratic Revolutionary Party,24,https://es.wikipedia.org/wiki/Anexo:LVII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,125,0
Mexico,1997,,171301,Institutional Revolutionary Party,17.15481172,https://es.wikipedia.org/wiki/Anexo:LVII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,239,0
Mexico,1997,,171306,Labor Party,14.28571429,https://es.wikipedia.org/wiki/Anexo:LVII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,7,0
Mexico,1997,,171101,Mexican Green Ecologist Party,50,https://es.wikipedia.org/wiki/Anexo:LVII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,8,0
Mexico,1997,,171601,National Action Party,14.87603306,https://es.wikipedia.org/wiki/Anexo:LVI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,121,0
Mexico,2000,,171601,National Action Party,13.10679612,https://es.wikipedia.org/wiki/Anexo:LVIII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,206,0
Mexico,2000,,171031,Democratic Revolutionary Party,24,https://es.wikipedia.org/wiki/Anexo:LVIII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,50,0
Mexico,2000,,171301,Institutional Revolutionary Party,14.69194313,https://es.wikipedia.org/wiki/Anexo:LVIII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,211,0
Mexico,2000,,171306,Labor Party,25,https://es.wikipedia.org/wiki/Anexo:LVIII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,8,0
Mexico,2000,,171101,Mexican Green Ecologist Party,52.94117647,https://es.wikipedia.org/wiki/Anexo:LVIII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,17,0
Mexico,2003,,171601,PAN,24.48979592,https://es.wikipedia.org/wiki/Anexo:LIX_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,147,
Mexico,2003,,171311,Convergence for Democracy,0,https://es.wikipedia.org/wiki/Anexo:LIX_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,5,
Mexico,2003,,171305,Democratic Revolutionary Party,27.36842105,https://es.wikipedia.org/wiki/Anexo:LIX_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,95,
Mexico,2003,,171301,Institutional Revolutionary Party,20.62780269,https://es.wikipedia.org/wiki/Anexo:LIX_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,223,0
Mexico,2003,,171306,Labor Party,0,https://es.wikipedia.org/wiki/Anexo:LIX_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,1,0
Mexico,2003,,171101,Mexican Green Ecologist Party,20,https://es.wikipedia.org/wiki/Anexo:LIX_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,5,0
Mexico,2006,,171601,PAN,28.92156863,https://es.wikipedia.org/wiki/Anexo:LX_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,204,0
Mexico,2006,,171309,New Alliance Party,44.44444444,https://es.wikipedia.org/wiki/Anexo:LX_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,9,0
Mexico,2006,,171310,Social Democratic and Farmer Alternative Party,50,https://es.wikipedia.org/wiki/Anexo:LX_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,4,1
Mexico,2009,,171601,PAN,37.24137931,https://es.wikipedia.org/wiki/Anexo:LXI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,142,
Mexico,2009,,171311,Convergence,50,https://es.wikipedia.org/wiki/Anexo:LXI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,6,
Mexico,2009,,171305,Democratic Revolutionary Party,33.33333333,https://es.wikipedia.org/wiki/Anexo:LXI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,72,
Mexico,2009,,171301,Institutional Revolutionary Party,22.12765957,https://es.wikipedia.org/wiki/Anexo:LXI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,235,
Mexico,2009,,171306,Labor Party,23.07692308,https://es.wikipedia.org/wiki/Anexo:LXI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,13,
Mexico,2009,,171101,Mexican Green Ecologist Party,28.57142857,https://es.wikipedia.org/wiki/Anexo:LXI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,21,
Mexico,2009,,171309,New Alliance Party,37.5,https://es.wikipedia.org/wiki/Anexo:LXI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,8,
Mexico,2009,,171310,Social Democratic Party,NA,https://es.wikipedia.org/wiki/Anexo:LXI_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,0,
Mexico,2012,,171601,PAN,32.45614035,https://es.wikipedia.org/wiki/Anexo:LXII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,114,
Mexico,2012,,171311,Citizens' Movement,33.33333333,https://es.wikipedia.org/wiki/Anexo:LXII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,15,
Mexico,2012,,171032,Commitment for Mexico,,https://es.wikipedia.org/wiki/Anexo:LXII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,,
Mexico,2012,,171305,Democratic Revolutionary Party,30.64516129,https://es.wikipedia.org/wiki/Anexo:LXII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,62,
Mexico,2012,,171301,Institutional Revolutionary Party,35.18518519,https://es.wikipedia.org/wiki/Anexo:LXII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,162,
Mexico,2012,,171306,Labor Party,42.85714286,https://es.wikipedia.org/wiki/Anexo:LXII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,14,
Mexico,2012,,171101,Mexican Green Ecologist Party,46.66666667,https://es.wikipedia.org/wiki/Anexo:LXII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,30,
Mexico,2012,,171309,New Alliance Party,60,https://es.wikipedia.org/wiki/Anexo:LXII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,10,
Mexico,2012,,171035,Progressive Movement,,,,
Mexico,2015,,171601,PAN,41.28440367,https://es.wikipedia.org/wiki/Anexo:LXIII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico,109,
