"49","Cameroon","09.2013","180","56","31.1","03.2018","100","26","26"
"50","Trinidad and Tobago","09.2015","42","13","31","09.2015","31","12","38.7"
"51","Angola","08.2017","220","66","30","-","-","-","-"
"“","Australia","05.2019","150","45","30","05.2019","76","37","48.7"
"“","Latvia","10.2018","100","30","30","-","-","-","-"
"“","Luxembourg","10.2018","60","18","30","-","-","-","-"
"“","Peru","04.2016","130","39","30","-","-","-","-"
"56","Montenegro","10.2016","81","24","29.6","-","-","-","-"
"57","Albania","06.2017","122","36","29.5","-","-","-","-"
"58","Canada","10.2019","338","98","29","-","99","48","48.5"
"59","Estonia","03.2019","101","29","28.7","-","-","-","-"
"“","Poland","10.2019","460","132","28.7","10.2019","100","24","24"
"61","South Sudan","08.2016","383","109","28.5","08.2011","50","6","12"
"62","Philippines","05.2019","304","85","28","05.2019","24","7","29.2"
"63","Dominican Republic","05.2016","190","53","27.9","05.2016","32","3","9.4"
"64","Slovenia","06.2018","90","25","27.8","11.2017","40","4","10"
"65","Lao People's Democratic Republic","03.2016","149","41","27.5","-","-","-","-"
"66","Kazakhstan","03.2016","107","29","27.1","06.2017","47","5","10.6"
"67","Afghanistan","10.2018","248","67","27","01.2015","68","19","27.9"
"68","Bulgaria","03.2017","240","64","26.7","-","-","-","-"
"“","Viet Nam","05.2016","494","132","26.7","-","-","-","-"
"70","Iraq","05.2018","329","87","26.4","-","-","-","-"
"71","Djibouti","02.2018","65","17","26.2","-","-","-","-"
"72","Algeria","05.2017","462","119","25.8","12.2018","132","9","6.8"
"73","Cabo Verde","03.2016","72","18","25","-","-","-","-"
"“","Turkmenistan","03.2018","124","31","25","-","-","-","-"
"75","China","03.2018","2975","742","24.9","-","-","-","-"
"“","Tunisia","10.2019","217","54","24.9","-","-","-","-"
"77","Republic of Moldova","02.2019","101","25","24.8","-","-","-","-"
"78","Somalia","10.2016","275","67","24.4","10.2016","54","13","24.1"
"79","Lithuania","10.2016","141","34","24.1","-","-","-","-"
"80","Singapore","09.2015","100","24","24","-","-","-","-"
"81","Armenia","12.2018","132","31","23.5","-","-","-","-"
"82","United States of America","11.2018","431","101","23.4","11.2018","100","25","25"
"83","Israel","09.2019","120","28","23.3","-","-","-","-"
"“","Lesotho","06.2017","120","28","23.3","07.2017","32","7","21.9"
"85","Malawi","05.2019","192","44","22.9","-","-","-","-"
"86","Guinea","09.2013","114","26","22.8","-","-","-","-"
"87","Chile","11.2017","155","35","22.6","11.2017","43","10","23.3"
"88","Czech Republic","10.2017","200","45","22.5","10.2018","81","12","14.8"
"“","Panama","05.2019","71","16","22.5","-","-","-","-"
"90","Venezuela (Bolivarian Republic of)","12.2015","167","37","22.2","-","-","-","-"
"91","Romania","12.2016","329","72","21.9","12.2016","136","20","14.7"
"92","Kenya","08.2017","349","76","21.8","08.2017","68","21","30.9"
"93","Bosnia and Herzegovina","10.2018","42","9","21.4","02.2019","15","3","20"
"94","Seychelles","09.2016","33","7","21.2","-","-","-","-"
"“","Uruguay","10.2019","99","21","21.2","10.2019","31","9","29"
"96","Honduras","11.2017","128","27","21.1","-","-","-","-"
"97","Equatorial Guinea","11.2017","100","21","21","11.2017","72","12","16.7"
"98","Bangladesh","12.2018","349","73","20.9","-","-","-","-"
"“","Ireland","02.2016","158","33","20.9","04.2016","60","19","31.7"
"100","Ukraine","07.2019","423","88","20.8","-","-","-","-"
"101","Greece","07.2019","300","62","20.7","-","-","-","-"
"“","Slovakia","03.2016","150","31","20.7","-","-","-","-"
"103","Morocco","10.2016","395","81","20.5","10.2015","120","14","11.7"
"104","Indonesia","04.2019","575","117","20.4","-","-","-","-"
"105","Mauritania","09.2018","153","31","20.3","-","-","-","-"
"106","Pakistan","07.2018","342","69","20.2","03.2018","104","20","19.2"
"107","Barbados","05.2018","30","6","20","06.2018","21","9","42.9"
"“","Cambodia","07.2018","125","25","20","02.2018","62","10","16.1"
"“","Mauritius","11.2019","70","14","20","-","-","-","-"
"“","Saint Kitts and Nevis","02.2015","15","3","20","-","-","-","-"
"111","Saudi Arabia","12.2016","151","30","19.9","-","-","-","-"
"112","Cyprus","05.2016","56","11","19.6","-","-","-","-"
"“","Fiji","11.2018","51","10","19.6","-","-","-","-"
"114","Croatia","09.2016","151","29","19.2","-","-","-","-"
"“","Kyrgyzstan","10.2015","120","23","19.2","-","-","-","-"
"116","Tajikistan","03.2015","63","12","19.1","03.2015","32","7","21.9"
"117","Guatemala","06.2019","158","30","19","-","-","-","-"
"118","Togo","12.2018","91","17","18.7","-","-","-","-"
"119","Colombia","03.2018","169","31","18.3","03.2018","106","23","21.7"
"120","Democratic People's Republic of Korea","03.2019","687","121","17.6","-","-","-","-"
"121","Jamaica","02.2016","63","11","17.5","03.2016","21","5","23.8"
"122","Mongolia","06.2016","75","13","17.3","-","-","-","-"
"“","Republic of Korea","04.2016","295","51","17.3","-","-","-","-"
"“","Türkiye","06.2018","589","102","17.3","-","-","-","-"
"125","Niger","02.2016","171","29","17","-","-","-","-"
"126","Azerbaijan","11.2015","119","20","16.8","-","-","-","-"
"“","Zambia","08.2016","167","28","16.8","-","-","-","-"
"128","Saint Lucia","06.2016","18","3","16.7","07.2016","11","3","27.3"
"129","Paraguay","04.2018","80","13","16.3","04.2018","45","9","20"
"130","Thailand","03.2019","500","81","16.2","05.2019","250","26","10.4"
"131","Libya","06.2014","188","30","16","-","-","-","-"
"132","Madagascar","05.2019","151","24","15.9","12.2015","62","12","19.4"
"133","Russian Federation","09.2016","450","71","15.8","-","170","29","17.1"
"134","Chad","02.2011","162","25","15.4","-","-","-","-"
"“","Jordan","09.2016","130","20","15.4","09.2016","65","10","15.4"
"136","Egypt","10.2015","596","90","15.1","-","-","-","-"
"137","Bahrain","11.2018","40","6","15","12.2018","40","9","22.5"
"138","Bhutan","10.2018","47","7","14.9","04.2018","25","4","16"
"139","Gabon","10.2018","142","21","14.8","12.2014","100","18","18"
"140","Brazil","10.2018","513","75","14.6","10.2018","81","11","13.6"
"“","Sao Tome and Principe","10.2018","55","8","14.6","-","-","-","-"
"142","India","04.2019","543","78","14.4","01.2018","240","25","10.4"
"“","Malaysia","05.2018","222","32","14.4","-","68","13","19.1"
"144","Georgia","10.2016","149","21","14.1","-","-","-","-"
"145","Guinea-Bissau","03.2019","102","14","13.7","-","-","-","-"
"146","Burkina Faso","11.2015","127","17","13.4","-","-","-","-"
"“","Malta","06.2017","67","9","13.4","-","-","-","-"
"148","Ghana","12.2016","275","36","13.1","-","-","-","-"
"149","Saint Vincent and the Grenadines","12.2015","23","3","13","-","-","-","-"
"150","Bahamas","05.2017","39","5","12.8","05.2017","16","7","43.8"
"“","Democratic Republic of the Congo","12.2018","500","64","12.8","03.2019","109","23","21.1"
"152","Palau","11.2016","16","2","12.5","11.2016","13","2","15.4"
"153","Syrian Arab Republic","04.2016","250","31","12.4","-","-","-","-"
"154","Liberia","10.2017","73","9","12.3","12.2014","30","1","3.3"
"“","Sierra Leone","03.2018","146","18","12.3","-","-","-","-"
"156","Hungary","04.2018","199","24","12.1","-","-","-","-"
"157","Côte d'Ivoire","12.2016","251","30","12","03.2018","99","19","19.2"
"“","Liechtenstein","02.2017","25","3","12","-","-","-","-"
"159","Congo","07.2017","151","17","11.3","08.2017","69","13","18.8"
"160","Antigua and Barbuda","03.2018","18","2","11.1","03.2018","17","9","52.9"
"“","Myanmar","11.2015","432","48","11.1","11.2015","223","27","12.1"
"162","Botswana","10.2019","65","7","10.8","-","-","-","-"
"163","Nauru","08.2019","19","2","10.5","-","-","-","-"
"164","Samoa","03.2016","50","5","10","-","-","-","-"
"165","Japan","10.2017","464","46","9.9","07.2019","245","56","22.9"
"166","Qatar","06.2016","41","4","9.800000000000001","-","-","-","-"
"167","Eswatini","09.2018","73","7","9.6","10.2018","30","10","33.3"
"168","Mali","11.2013","147","14","9.5","-","-","-","-"
"169","Belize","11.2015","32","3","9.4","11.2015","14","3","21.4"
"170","Brunei Darussalam","01.2017","33","3","9.1","-","-","-","-"
"171","Central African Republic","02.2016","140","12","8.6","-","-","-","-"
"“","Gambia (The)","04.2017","58","5","8.6","-","-","-","-"
"173","Tonga","11.2017","27","2","7.4","-","-","-","-"
"174","Benin","04.2019","83","6","7.2","-","-","-","-"
"175","Kiribati","12.2015","46","3","6.5","-","-","-","-"
"176","Kuwait","11.2016","63","4","6.4","-","-","-","-"
"177","Tuvalu","09.2019","16","1","6.3","-","-","-","-"
"178","Comoros","01.2015","33","2","6.1","-","-","-","-"
"“","Marshall Islands","11.2019","33","2","6.1","-","-","-","-"
"“","Solomon Islands","04.2019","49","3","6.1","-","-","-","-"
"181","Iran (Islamic Republic of)","02.2016","289","17","5.9","-","-","-","-"
"182","Sri Lanka","08.2015","225","12","5.3","-","-","-","-"
"183","Lebanon","05.2018","128","6","4.7","-","-","-","-"
"184","Maldives","04.2019","87","4","4.6","-","-","-","-"
"185","Nigeria","02.2019","350","12","3.4","02.2019","109","8","7.3"
"186","Haiti","08.2015","118","3","2.5","11.2016","10","0","0"
"187","Oman","10.2019","86","2","2.3","11.2019","86","15","17.4"
"188","Yemen","04.2003","301","1","0.3","04.2001","111","3","2.7"
"189","Micronesia (Federated States of)","03.2019","14","0","0","-","-","-","-"
"“","Papua New Guinea","06.2017","111","0","0","-","-","-","-"
"“","Vanuatu","01.2016","52","0","0","-","-","-","-"
"","Eritrea","02.1994","-","-","-","-","-","-","-"
"Suspended","Sudan","-","-","-","-","-","-","-","-"
